7.919607543945312500e+01,1.053388977050781250e+02,1.761072591145833144e+02,1.016461588541666572e+02,1.283043924967447822e+02,1.349890747070312500e+02,1.001435750325520786e+02,1.762804768880208144e+02,1.629887695312500000e+02,1.753607991536458144e+02
7.698350016276040719e+01,1.044652608235677036e+02,1.772590738932291572e+02,1.024647115071614536e+02,1.348569234212239394e+02,1.480967305501301894e+02,9.439476521809895360e+01,1.745148111979166572e+02,1.594529012044270644e+02,1.738480631510416572e+02
8.034789021809895360e+01,1.032075703938802036e+02,1.809974975585937500e+02,1.034674173990885322e+02,1.239882303873697822e+02,1.504965209960937500e+02,1.051163024902343750e+02,1.824270019531250000e+02,1.614614868164062500e+02,1.829516805013020644e+02
8.124429321289062500e+01,9.496145629882812500e+01,1.757939860026041572e+02,1.125683695475260322e+02,1.117162679036458286e+02,1.332346496582031250e+02,8.338225301106770360e+01,1.659820454915364394e+02,1.400860290527343750e+02,1.805770060221354072e+02
8.113986206054687500e+01,9.703327433268228219e+01,1.832543131510416572e+02,1.097894795735677036e+02,1.317923482259114394e+02,1.511263224283854072e+02,9.675423177083332860e+01,1.812225952148437500e+02,1.513225504557291572e+02,1.876636759440104072e+02
8.244159444173176610e+01,1.058172810872395786e+02,1.761684977213541572e+02,1.019868164062500000e+02,1.379077860514322822e+02,1.432044067382812500e+02,9.732524617513020360e+01,1.757591959635416572e+02,1.673913879394531250e+02,1.731982421875000000e+02
8.088646952311196969e+01,1.100178833007812500e+02,1.696115417480468750e+02,9.774435424804687500e+01,1.221318359375000000e+02,1.427766418457031250e+02,1.039637552897135322e+02,1.845668945312500000e+02,1.617351888020833144e+02,1.756805623372395644e+02
8.500774129231770360e+01,1.032459818522135322e+02,1.733215942382812500e+02,1.047581583658854072e+02,1.036642150878906250e+02,1.526088460286458144e+02,9.887732950846353219e+01,1.779549153645833144e+02,1.522206217447916572e+02,1.850665079752604072e+02
7.787280273437500000e+01,1.237469685872395786e+02,1.714797363281250000e+02,8.321583048502603219e+01,1.209228312174479072e+02,1.512433878580729072e+02,1.166645304361979072e+02,1.837537841796875000e+02,1.841002400716145644e+02,1.521773681640625000e+02
8.367838541666665719e+01,9.776377360026040719e+01,1.690243123372395644e+02,1.099618225097656250e+02,1.402075093587239394e+02,1.413271077473958144e+02,8.568477376302082860e+01,1.655475260416666572e+02,1.494651082356770644e+02,1.699783833821614394e+02
8.569485473632812500e+01,1.042338460286458286e+02,1.728852539062500000e+02,1.033264058430989536e+02,1.325175984700520644e+02,1.440635986328125000e+02,9.338224283854165719e+01,1.659329630533854072e+02,1.641331278483072822e+02,1.657838134765625000e+02
7.745044962565103219e+01,1.081223958333333286e+02,1.780089925130208144e+02,9.861590576171875000e+01,1.273198140462239536e+02,1.400115559895833144e+02,1.020680745442708286e+02,1.752242024739583144e+02,1.659636840820312500e+02,1.697581176757812500e+02
8.232870483398437500e+01,8.871468098958332860e+01,1.764214680989583144e+02,1.190975341796875000e+02,1.135286560058593750e+02,1.365981241861979072e+02,7.914688110351562500e+01,1.629104919433593750e+02,1.437450866699218750e+02,1.811030273437500000e+02
7.269660441080728219e+01,1.097826741536458286e+02,1.812892659505208144e+02,9.743014526367187500e+01,1.107017415364583286e+02,1.492224833170572822e+02,9.292043050130207860e+01,1.703470458984375000e+02,1.746799926757812500e+02,1.667450256347656250e+02
7.581329345703125000e+01,9.789932250976562500e+01,1.777287801106770644e+02,1.088203328450520786e+02,1.174397684733072822e+02,1.547129923502604072e+02,8.929870605468750000e+01,1.782714233398437500e+02,1.502784525553385322e+02,1.833106892903645644e+02
8.354178365071614110e+01,1.110960896809895786e+02,1.685849812825520644e+02,9.615172322591145360e+01,1.215668640136718750e+02,1.374134521484375000e+02,1.049770507812500000e+02,1.799507039388020644e+02,1.645116068522135322e+02,1.705626017252604072e+02
6.852576192220051610e+01,1.083801066080729072e+02,1.875680745442708144e+02,9.903358968098957860e+01,1.421866861979166572e+02,1.444418029785156250e+02,1.061475626627604072e+02,1.830817464192708144e+02,1.765064290364583144e+02,1.791956787109375000e+02
8.156684366861978219e+01,9.626511637369790719e+01,1.770923258463541572e+02,1.106850077311197822e+02,1.276292215983072822e+02,1.418373107910156250e+02,8.653920491536457860e+01,1.805161539713541572e+02,1.467673339843750000e+02,1.854941609700520644e+02
8.209658304850259469e+01,1.133032023111979072e+02,1.711605631510416572e+02,9.375012207031250000e+01,1.119543457031250000e+02,1.277137654622395786e+02,1.035151468912760322e+02,1.803073323567708144e+02,1.614501953125000000e+02,1.700834554036458144e+02
7.592948404947915719e+01,1.147785237630208286e+02,1.699983520507812500e+02,9.339194742838540719e+01,1.347642415364583144e+02,1.439114176432291572e+02,1.064467264811197822e+02,1.791615804036458144e+02,1.730104573567708144e+02,1.640247395833333144e+02
